,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,Date,Latitude,Longitude
43523,43524,2013607232.0,201360723254010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-12-18 08:45:00,,2013-12-18 08:45:00,2200 BLOCK STOUT ST,3144766.0,1699057.0,-104.985137607,39.7515903392,6.0,621.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,NORTHEAST,MAKING RIGHT TURN,  ,  ,  ,BICYCLE,SOUTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-12-18 08:45:00.000000,39.7515903392,-104.985137607
43599,43600,2013229278.0,201322927854410,5441,0,TRAF - ACCIDENT               ,2013-05-22 18:10:00,,2013-05-22 19:42:00,CHESTNUT PL / 20TH ST,3140975.0,1701279.0,-104.998576459,39.757748309,6.0,612.0,Union Station,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTHEAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,SOUTHWEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2013-05-22 19:42:00.000000,39.757748309,-104.998576459
43667,43668,2013152680.0,201315268054410,5441,0,TRAF - ACCIDENT               ,2013-04-05 17:10:00.000001,,2013-04-05 18:06:00,1100 BLOCK E 12TH AVE,3148057.0,1693065.0,-104.973556868,39.7350894709,6.0,623.0,Capitol Hill,1.0,0.0,PARKED MV WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,PARKED,OTHER,OTHER,OTHER,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-04-05 18:06:00.000000,39.7350894709,-104.973556868
43815,43816,2013299814.0,201329981454410,5441,0,TRAF - ACCIDENT               ,2013-06-30 21:10:00,,2013-06-30 21:12:00,W COLFAX AVE / N KING ST,3131310.0,1694884.0,-105.033069462,39.7403343185,1.0,122.0,West Colfax,2.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,EAST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,OTHER,BICYCLE,EAST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-06-30 21:12:00.000000,39.7403343185,-105.033069462
43827,43828,2013361385.0,201336138554410,5441,0,TRAF - ACCIDENT               ,2013-08-02 18:19:00,,2013-08-02 18:19:00,1500 BLOCK N EMERSON ST,3147335.0,1695153.0,-104.976081195,39.7408328648,6.0,621.0,North Capitol Hill,1.0,0.0,SIDE TO SIDE OPPOSITE DIRECTION WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-08-02 18:19:00.000000,39.7408328648,-104.976081195
43848,43849,2013155096.0,201315509654410,5441,0,TRAF - ACCIDENT               ,2013-04-06 22:46:00,,2013-04-06 22:46:00,1500 BLOCK WYNKOOP ST,3140086.0,1698828.0,-105.001786222,39.7510333303,6.0,612.0,Union Station,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,NORTHEAST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,NORTHEAST,ENTERING/LEAVING PARKED POSITION,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,1.0,0.0,  ,  ,BICYCLE,  ,2013-04-06 22:46:00.000000,39.7510333303,-105.001786222
43869,43870,2013234403.0,201323440354410,5441,0,TRAF - ACCIDENT               ,2013-05-25 17:28:00,,2013-05-25 18:30:00,E CORNELL AVE / S MONACO ST,3165287.0,1666815.0,-104.912897329,39.6627377385,3.0,323.0,Hampden,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,CROSS AGAINST SIGNAL,SUV,SOUTH,OTHER,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-05-25 18:30:00.000000,39.6627377385,-104.912897329
43922,43923,2013321979.0,201332197954410,5441,0,TRAF - ACCIDENT               ,2013-07-12 12:00:00,,2013-07-12 13:08:00,E 16TH AVE / N HUMBOLDT ST,3149133.0,1695460.0,-104.969681333,39.7416469944,6.0,622.0,City Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,DISREGARD STOP SIGN,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-07-12 13:08:00.000000,39.7416469944,-104.969681333
43993,43994,2013283284.0,201328328454010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-06-22 08:46:00,,2013-06-22 10:19:00,4900 BLOCK E ALAMEDA AVE,3160227.0,1684410.0,-104.930478273,39.7111283199,3.0,322.0,Washington Virginia Vale,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,WEST,WEAVING,LANE VIOLATION,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-06-22 10:19:00.000000,39.7111283199,-104.930478273
44002,44003,2013252757.0,201325275754411,5441,1,TRAF - ACCIDENT - SBI         ,2013-06-05 08:09:00,,2013-06-05 08:59:00,N MARION ST / E 18TH AVE,3148439.0,1696614.0,-104.972125305,39.744826021,6.0,622.0,City Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,SUV,NORTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2013-06-05 08:59:00.000000,39.744826021,-104.972125305
44248,44249,2013188950.0,201318895054410,5441,0,TRAF - ACCIDENT               ,2013-04-28 19:35:00,,2013-04-28 20:17:00,W MISSISSIPPI AVE / S TEJON ST,3137121.0,1679037.0,-105.012708539,39.6967472376,4.0,422.0,Ruby Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTHWEST,MAKING RIGHT TURN,CARELESS DRIVING,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2013-04-28 20:17:00.000000,39.6967472376,-105.012708539
44300,44301,2013374425.0,201337442554410,5441,0,TRAF - ACCIDENT               ,2013-08-09 20:15:00,,2013-08-09 20:27:00,E 11TH AVE / N LINCOLN ST,3144523.0,1692592.0,-104.986131878,39.7338465468,6.0,623.0,Capitol Hill,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-08-09 20:27:00.000000,39.7338465468,-104.986131878
44325,44326,2013145720.0,201314572054411,5441,1,TRAF - ACCIDENT - SBI         ,2013-04-01 08:35:00,,2013-04-01 08:37:00,S PERRY ST / W ALAMEDA AVE,3129499.0,1684280.0,-105.039700212,39.7112495654,4.0,412.0,Westwood,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,NORTH,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2013-04-01 08:37:00.000000,39.7112495654,-105.039700212
44462,44463,2013242427.0,201324242754010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-05-30 10:00:00,,2013-05-30 11:28:00,N DOWNING ST / E 30TH AVE,3148070.0,1701960.0,-104.973327288,39.7595075535,2.0,211.0,Five Points,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,DISREGARD STOP SIGN,NO APPARENT,OTHER,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-05-30 11:28:00.000000,39.7595075535,-104.973327288
44499,44500,2013305590.0,201330559054410,5441,0,TRAF - ACCIDENT               ,2013-07-03 22:20:00,,2013-07-03 22:24:00,4000 BLOCK W 10TH AVE,3129395.0,1692178.0,-105.039927701,39.7329326523,1.0,122.0,Villa Park,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,BICYCLE,EAST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-07-03 22:24:00.000000,39.7329326523,-105.039927701
44577,44578,2013311112.0,201331111254410,5441,0,TRAF - ACCIDENT               ,2013-07-06 12:43:00,,2013-07-06 15:04:00,W MISSISSIPPI AVE / S SANTA FE DR,3142983.0,1679038.0,-104.99187696,39.6966618181,3.0,313.0,Overland,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,IMPROPER TURN,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-07-06 15:04:00.000000,39.6966618181,-104.99187696
44636,44637,2013179345.0,201317934554410,5441,0,TRAF - ACCIDENT               ,2013-04-22 11:13:00,,2013-04-22 17:15:00,E 26TH AVE / N COLORADO BLVD,3157280.0,1700161.0,-104.940608287,39.7544178851,2.0,213.0,Skyland,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,WET,DAY LIGHT,HIT AND RUN UNKNOWN,NORTH,GOING STRAIGHT,  ,  ,  ,BICYCLE,NORTH,OTHER,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2013-04-22 17:15:00.000000,39.7544178851,-104.940608287
44722,44723,2013150445.0,201315044554410,5441,0,TRAF - ACCIDENT               ,2013-04-04 12:00:00,,2013-04-04 14:25:00,E 16TH AVE / N LINCOLN ST,3144511.0,1695445.0,-104.986117164,39.7416787377,6.0,621.0,North Capitol Hill,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,HILLCREST,DRY,DAY LIGHT,VEHICLE OVER 10000 LBS,EAST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-04-04 14:25:00.000000,39.7416787377,-104.986117164
44941,44942,2013315458.0,201331545854410,5441,0,TRAF - ACCIDENT               ,2013-07-08 21:12:00,,2013-07-08 21:15:00,N BROADWAY ST / E 18TH AVE,3144138.0,1696611.0,-104.987420134,39.7448853985,6.0,611.0,CBD,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,NORTHWEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,  ,  ,  ,  ,  ,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2013-07-08 21:15:00.000000,39.7448853985,-104.987420134
45089,45090,2013475050.0,201347505054410,5441,0,TRAF - ACCIDENT               ,2013-10-02 16:43:00,,2013-10-02 18:44:00,2600 BLOCK STOUT ST,3146114.0,1700532.0,-104.980313521,39.7556183877,2.0,211.0,Five Points,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTHWEST,GOING STRAIGHT,DISREGARD STOP SIGN,OTHER,OTHER,BICYCLE,NORTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-10-02 18:44:00.000000,39.7556183877,-104.980313521
45296,45297,2013553432.0,201355343254410,5441,0,TRAF - ACCIDENT               ,2013-11-16 10:53:00,,2013-11-16 11:58:00,E 9TH AVE / N LINCOLN ST,3144529.0,1691355.0,-104.986135423,39.7304506564,6.0,623.0,Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,IMPROPER TURN,OTHER,OTHER,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-11-16 11:58:00.000000,39.7304506564,-104.986135423
45410,45411,2013555389.0,201355538954410,5441,0,TRAF - ACCIDENT               ,2013-11-17 15:21:00,,2013-11-17 16:21:00,700 BLOCK S HAZEL CT,3132962.0,1681498.0,-105.027442753,39.703563553,4.0,412.0,Westwood,1.0,0.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,OTHER,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-11-17 16:21:00.000000,39.703563553,-105.027442753
45547,45548,2013404207.0,201340420754010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-08-25 17:07:00,,2013-08-25 19:01:00,1900 BLOCK S IRVING ST,3132451.0,1673661.0,-105.029403137,39.6820564404,4.0,421.0,Harvey Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,GOING STRAIGHT,RECKLESS DRIVING,  ,  ,BICYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-08-25 19:01:00.000000,39.6820564404,-105.029403137
45583,45584,2013570209.0,201357020954010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-11-26 08:14:00,,2013-11-26 11:57:00,W 23RD AVE / N CLAY ST,3134816.0,1698862.0,-105.020527906,39.751204514,1.0,121.0,Jefferson Park,1.0,0.0,SIDE TO SIDE OPPOSITE DIRECTION WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,EAST,MAKING RIGHT TURN,LANE VIOLATION,OTHER,  ,BICYCLE,WEST,OTHER,  ,  ,OTHER,0.0,0.0,  ,  ,  ,  ,2013-11-26 11:57:00.000000,39.751204514,-105.020527906
45635,45636,2013388789.0,201338878954410,5441,0,TRAF - ACCIDENT               ,2013-08-17 14:06:00,,2013-08-17 14:20:00,N PEARL ST / E 12TH AVE,3146282.0,1693077.0,-104.979867815,39.7351504809,6.0,623.0,Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-08-17 14:20:00.000000,39.7351504809,-104.979867815
45693,45694,2013571290.0,201357129054410,5441,0,TRAF - ACCIDENT               ,2013-11-26 19:09:00.000001,,2013-11-26 19:33:00,E COLFAX AVE / N MARION ST,3148445.0,1694866.0,-104.972140087,39.7400273595,6.0,622.0,Cheesman Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO YIELD ROW,DISTRACTED-OTHER,CROSS/ENTER NOT AT INTERSECTION,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,DISTRACTED-OTHER,OTHER,0.0,0.0,  ,  ,  ,  ,2013-11-26 19:33:00.000000,39.7400273595,-104.972140087
45746,45747,2013541396.0,201354139654010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-11-09 14:40:00,,2013-11-09 15:12:00,W 32ND AVE / N FEDERAL BLVD,3133470.0,1702795.0,-105.025241759,39.7620206697,1.0,113.0,West Highland,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-11-09 15:12:00.000000,39.7620206697,-105.025241759
45779,45780,2013597452.0,201359745254410,5441,0,TRAF - ACCIDENT               ,2013-12-12 14:25:00,,2013-12-12 14:45:00,100 BLOCK E 17TH AVE,3144686.0,1696003.0,-104.985483637,39.7432078275,6.0,621.0,North Capitol Hill,1.0,0.0,OTHER-NONCOLLISION,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHEAST,OTHER,OTHER,NO APPARENT,OTHER,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-12-12 14:45:00.000000,39.7432078275,-104.985483637
45937,45938,2013501180.0,201350118054410,5441,0,TRAF - ACCIDENT               ,2013-10-17 15:56:00.000001,,2013-10-17 15:56:00.000001,E COLFAX AVE / N QUEBEC ST,3167760.0,1695028.0,-104.903455392,39.7401439401,2.0,223.0,Montclair,1.0,1.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,OTHER,OTHER,NO APPARENT,WALKING IN ROADWAY AGAINST DIRECTION OF TRAFFIC,TRANSIT BUS,EAST,ENTERING/LEAVING PARKED POSITION,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-10-17 15:56:00.000001,39.7401439401,-104.903455392
45959,45960,2013600890.0,201360089054010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2013-12-14 13:15:00,,2013-12-14 13:40:00,N COLORADO BLVD / E 4TH AVE,3157325.0,1688548.0,-104.940702524,39.7225374277,3.0,311.0,Cherry Creek,1.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,OTHER,IMPROPER PASSING ON RIGHT,OTHER,  ,SUV,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-12-14 13:40:00.000000,39.7225374277,-104.940702524
46096,46097,2013184469.0,201318446954410,5441,0,TRAF - ACCIDENT               ,2013-04-26 07:07:00,,2013-04-26 07:26:00,E 16TH AVE / N LOGAN ST,3145575.0,1695450.0,-104.982333547,39.7416758804,6.0,621.0,North Capitol Hill,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTHEAST,MAKING LEFT TURN,FAILED TO YIELD ROW,DRIVER UNFAMILIAR WITH AREA,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2013-04-26 07:26:00.000000,39.7416758804,-104.982333547
46110,46111,2013487647.0,201348764754410,5441,0,TRAF - ACCIDENT               ,2013-10-09 18:07:00,,2013-10-09 18:15:00,E COLFAX AVE / N GAYLORD ST,3151574.0,1694870.0,-104.961013758,39.7399879036,6.0,622.0,Cheesman Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,BICYCLE,WEST,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-10-09 18:15:00.000000,39.7399879036,-104.961013758
46245,46246,2013578913.0,201357891354410,5441,0,TRAF - ACCIDENT               ,2013-12-01 15:57:00,,2013-12-01 17:04:00,300 BLOCK S BROADWAY ST,3144357.0,1684200.0,-104.986890628,39.7108114244,3.0,312.0,Washington Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTHWEST,CHANGING LANES,LANE VIOLATION,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-12-01 17:04:00.000000,39.7108114244,-104.986890628
46341,46342,2013580621.0,201358062154410,5441,0,TRAF - ACCIDENT               ,2013-12-02 15:45:00,,2013-12-02 16:21:00,30TH ST / WELTON ST,3147762.0,1701264.0,-104.974437116,39.7576018195,2.0,211.0,Five Points,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTHWEST,GOING STRAIGHT,LANE VIOLATION,NO APPARENT,OTHER,PASSENGER CAR/VAN,SOUTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2013-12-02 16:21:00.000000,39.7576018195,-104.974437116
46393,46394,2013460313.0,201346031354410,5441,0,TRAF - ACCIDENT               ,2013-09-24 17:35:00,,2013-09-24 17:38:00,CHAMPA ST / PARK AVEW,3144667.0,1699589.0,-104.985478978,39.7530523079,6.0,621.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DRIVER UNFAMILIAR WITH AREA,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2013-09-24 17:38:00.000000,39.7530523079,-104.985478978
